x y
1301.101693593583 212.44824332816225
488.3570762788824 393.3280424480811
811.320073503355 113.34812796134119
1203.6364406092798 1496.3502072093863
388.05084925191863 511.1215853482656
604.1213735111952 1194.6080298406407
800.2365135984501 89.87048113315883
602.0079499181708 1205.113775046527
87.66780591772132 723.3595536162588
611.7477773611994 1199.8221576787575
1407.3645322156638 1386.4063824988698
686.236364608379 895.7464019155498
800.5796283461627 94.06328094535142
394.55444701471265 495.7083527639591
705.7960424587635 912.2859423326688
401.93803778184923 481.85864156040583
797.9517489953845 86.76324228404246
1201.1048919328653 1507.3078999681766
397.5948759584986 491.83270516662753
108.68065363274822 687.0745778390462
1092.9178021210184 1300.9287613332804
1380.3741304321704 1401.9837499488349
1098.4448798936724 1298.9622684510261
807.6138163906247 88.15675145330229
1294.421973472422 196.98052800776702
1193.1784511339233 1503.0164350511138
593.6735444177301 1209.1434309668161
1421.1150193801 1428.7895020424355
1092.6556338465411 1291.2968690412529
402.78391768446505 500.804430532218
91.66522257150316 697.7782808956057
589.9637514057424 1204.7293980254824
589.7248602827359 1187.233167055358
512.5918352188314 410.7412644694332
718.220015675918 904.3248655112857
1303.8901525720232 196.09120439817292
495.6318375581904 382.1299253610086
790.9063837334858 91.31175651368667
1093.888435378694 1315.7950251096088
114.23841729824886 693.6962587162911
697.5242768427104 898.6859404879273
519.7911520126057 389.9285795816736
1203.0420770722806 1495.7902881482598
92.83413383585363 700.2497346007793
85.73101769510568 692.7165302244306
104.7488005247586 703.9123270906002
1101.4309493153007 1306.8296408567096
1095.188450506253 1292.632997806978
499.64204855425356 413.70971283060607
1110.1819894317373 1294.7015144503373
1396.0880550092616 1394.5126682622517
1203.0724557031697 1497.548139448449
606.9313508414662 1208.7326881529132
698.6222314734772 886.7476703475883
487.7579298859732 375.4615441172233
1199.247216020117 1507.6732177675942
95.6672167377982 705.9763036416862
1207.1751705513764 1498.6293295927478
1286.413003868392 195.7258178832666
1102.427068333136 1298.1190480201112
690.794216632854 909.1106472098063
403.41573021736724 487.85458708992576
792.7312796692322 101.6458817621891
795.9235535402279 111.52872480707232
1090.0454459133066 1297.643481419597
1223.4424314061325 1504.1681345382817
502.4302986710093 394.64255510599804
1409.7441313044599 1394.742356955844
799.7347077452893 96.54842149909804
405.17614202563004 516.5605907688174
1305.4099908897222 205.82889174218755
1406.3706172766003 1405.0106593118387
1395.503850805699 1421.210072095036
1295.022916870883 192.7919465116497
1100.5819056877308 1298.6753095191834
598.6604352374104 1195.2956367008092
1403.9546663165563 1401.7726316792505
1401.1598035199374 1395.6610199531779
398.13677502192553 488.9918450061437
106.0199743086177 715.2024047251299
85.56658899766428 696.5764192866345
516.6851482193347 392.2415352373139
1308.5717439523787 199.05848539412654
1279.2902984505038 199.53049210997125
1199.2497916623834 1503.1847442686067
710.6802957138689 900.6978067227557
706.3343191866057 904.6637163746533
1313.6953163334645 212.46052221237866
808.003858389809 96.00997907220372
407.21915384770944 500.87825854558605
501.4446666457459 416.243181788227
716.8151636156839 900.4736980908514
1397.0949427234173 1417.5840162142783
489.03309963298074 410.04503974904117
615.9086613605525 1209.8376178959732
717.2412798656949 905.3321079754011
1184.331493799437 1503.596946219232
588.8648206633306 1183.0146247444657
1291.8892447795026 203.8842010799934
401.38077408327354 502.03108870560794
